team,pts,fg%,3pt%,ft%,oreb,dreb,ast,stl,blk,to,date
Timberwolves,113,0.4043,0.3333,1.2083,17,32,24,11,10,10,2018-12-30
Heat,104,0.4111,0.3333,0.9167,17,35,19,8,6,19,2018-12-30
Wizards,109,0.4286,0.2778,0.4167,10,31,24,8,2,10,2019-01-04
Heat,115,0.4835,0.3103,0.6207,11,37,28,7,6,16,2019-01-04
Heat,86,0.4186,0.2353,0.1765,4,39,27,2,6,17,2019-01-15
Bucks,124,0.5,0.4359,0.2821,7,46,35,8,6,7,2019-01-15
Heat,106,0.4643,0.3636,0.4848,8,39,26,6,5,15,2019-01-27
Knicks,97,0.4286,0.2692,0.6923,7,31,22,13,3,11,2019-01-27
Thunder,118,0.4835,0.5333,0.4667,13,37,23,10,4,15,2019-02-01
Heat,102,0.4457,0.3056,0.25,11,36,28,7,2,17,2019-02-01
Heat,118,0.5422,0.3182,0.9545,8,38,18,11,7,12,2019-02-05
Trail Blazers,108,0.4516,0.3846,0.2308,7,26,30,6,2,11,2019-02-05
Heat,96,0.4318,0.3333,0.2727,11,38,26,6,8,18,2019-02-08
Kings,102,0.4111,0.3462,0.7308,10,36,18,11,5,13,2019-02-08
Heat,102,0.4787,0.2727,0.2727,7,33,27,11,4,9,2019-02-21
76ers,106,0.4512,0.2692,0.9615,12,39,23,5,4,15,2019-02-21
Suns,124,0.5056,0.4062,0.6562,7,32,30,9,1,14,2019-02-25
Heat,121,0.4948,0.3103,0.5517,14,30,31,10,4,14,2019-02-25
Raptors,125,0.5676,0.525,0.5,6,38,32,8,8,19,2019-03-10
Heat,104,0.4565,0.2963,0.4444,9,27,27,13,0,13,2019-03-10
Bucks,113,0.4773,0.3636,0.5152,8,44,29,8,9,15,2019-03-15
Heat,98,0.4086,0.3636,0.6364,10,35,21,7,5,12,2019-03-15
Heat,116,0.4742,0.3103,0.5172,9,35,30,13,4,8,2019-03-18
Thunder,107,0.4368,0.2703,0.5676,13,36,21,4,8,19,2019-03-18
Heat,110,0.4651,0.4571,0.4,6,42,23,6,5,10,2019-03-20
Spurs,105,0.4318,0.4118,0.4412,10,36,30,2,3,8,2019-03-20
Heat,87,0.3765,0.2973,0.3243,10,30,20,7,6,9,2019-03-22
Bucks,116,0.5059,0.5,0.3824,9,43,33,5,5,14,2019-03-22
Heat,113,0.5,0.3077,0.3333,12,32,29,5,10,11,2019-03-23
Wizards,108,0.4271,0.3,0.5667,21,32,25,5,2,12,2019-03-23
Knicks,113,0.4545,0.3448,0.4483,11,32,22,6,2,11,2018-10-22
Bucks,124,0.4688,0.425,0.425,19,36,27,5,9,14,2018-10-22
76ers,108,0.413,0.3235,0.6176,8,42,29,4,5,16,2018-10-24
Bucks,123,0.41,0.3023,0.6512,9,42,24,7,10,11,2018-10-24
Bucks,125,0.5326,0.413,0.1739,7,55,32,4,8,17,2018-10-26
Timberwolves,95,0.3214,0.2326,0.3023,17,32,19,10,6,7,2018-10-26
Magic,91,0.3267,0.2326,0.3488,11,30,21,9,6,11,2018-10-27
Bucks,113,0.5,0.3333,0.7,6,51,24,6,7,21,2018-10-27
Raptors,109,0.3786,0.2,0.4889,15,36,25,9,7,10,2018-10-29
Bucks,124,0.4891,0.4222,0.3333,8,49,28,5,4,17,2018-10-29
Kings,109,0.4421,0.3889,0.3056,8,36,24,6,4,15,2018-11-04
Bucks,144,0.4842,0.3929,0.5357,10,46,30,6,7,12,2018-11-04
Bucks,103,0.4348,0.381,0.1667,12,30,26,2,1,11,2018-11-06
Trail Blazers,118,0.5275,0.3953,0.1163,11,40,23,7,3,12,2018-11-06
Trail Blazers,100,0.3656,0.2195,0.561,10,30,13,8,6,17,2018-11-21
Bucks,143,0.5278,0.3333,0.3111,13,46,34,8,2,14,2018-11-21
Suns,116,0.5,0.3462,0.6538,6,34,21,8,4,11,2018-11-23
Bucks,114,0.4828,0.2273,0.4545,7,36,30,6,7,14,2018-11-23
Spurs,129,0.5326,0.4762,1.0,9,30,27,8,3,10,2018-11-24
Bucks,135,0.5698,0.375,0.55,6,35,30,7,3,13,2018-11-24
Bucks,134,0.4894,0.4286,0.5714,10,41,28,11,4,16,2018-12-01
Knicks,136,0.5312,0.5882,0.4118,6,35,30,5,2,16,2018-12-01
Bucks,104,0.4138,0.3846,0.4359,9,36,22,6,7,11,2018-12-09
Raptors,99,0.4149,0.3409,0.1364,11,34,24,6,11,11,2018-12-09
Pelicans,115,0.4674,0.4524,0.2381,7,34,28,6,7,15,2018-12-19
Bucks,123,0.5059,0.3939,0.7273,9,39,26,11,3,14,2018-12-19
Bucks,109,0.4494,0.1875,0.7188,6,45,22,9,8,8,2018-12-25
Knicks,95,0.3608,0.2759,0.5862,15,42,17,4,3,14,2018-12-25
Knicks,96,0.3711,0.4194,0.3548,10,33,21,8,6,10,2018-12-27
Bucks,112,0.4516,0.3438,0.5312,11,46,20,4,11,15,2018-12-27
Raptors,123,0.5122,0.4516,0.8065,4,34,28,9,6,11,2019-01-05
Bucks,116,0.4938,0.3784,0.5946,4,34,29,9,2,14,2019-01-05
Jazz,102,0.4186,0.3784,0.4324,11,35,20,6,6,15,2019-01-07
Bucks,114,0.4694,0.36,0.52,10,36,27,10,6,10,2019-01-07
Bucks,106,0.4494,0.325,0.325,10,33,26,8,6,15,2019-01-11
Wizards,113,0.4878,0.5455,0.4545,6,37,28,10,3,16,2019-01-11
Bucks,118,0.5529,0.4,0.4,4,42,22,7,7,13,2019-01-19
Magic,108,0.4731,0.4375,0.1875,5,27,31,5,3,8,2019-01-19
Bucks,112,0.4286,0.4054,0.5135,9,40,22,6,5,14,2019-01-27
Thunder,118,0.4681,0.5,0.4375,11,41,29,5,10,11,2019-01-27
Bucks,105,0.4937,0.3684,0.3421,7,43,21,13,6,18,2019-01-31
Raptors,92,0.3978,0.2593,0.4074,8,31,16,9,4,16,2019-01-31
Bucks,131,0.4945,0.4359,0.6154,6,40,30,10,4,11,2019-02-02
Wizards,115,0.4624,0.303,0.5758,12,34,28,6,6,12,2019-02-02
Wizards,129,0.5217,0.4595,0.4324,8,32,34,6,5,24,2019-02-06
Bucks,148,0.6022,0.6333,0.5667,8,26,33,15,3,14,2019-02-06
Magic,103,0.4681,0.3704,0.1852,9,48,28,5,8,12,2019-02-09
Bucks,83,0.3263,0.1714,0.4286,12,39,18,5,8,10,2019-02-09
Timberwolves,128,0.4902,0.4615,0.6154,12,29,29,7,2,10,2019-02-23
Bucks,140,0.5263,0.4419,0.4884,10,39,28,6,8,11,2019-02-23
Bucks,141,0.4821,0.3778,0.3556,11,46,36,3,14,11,2019-02-27
Kings,140,0.4492,0.3636,0.6667,15,43,30,6,6,8,2019-02-27
Bucks,111,0.3854,0.3846,0.5641,17,36,20,6,10,15,2019-03-02
Jazz,115,0.4583,0.4138,0.5172,16,37,22,13,7,13,2019-03-02
Bucks,105,0.3684,0.2857,0.5476,18,39,17,8,2,14,2019-03-04
Suns,114,0.4505,0.3182,1.1364,17,39,22,10,10,13,2019-03-04
Bucks,114,0.4713,0.3889,0.5,6,39,22,3,2,10,2019-03-10
Spurs,121,0.49,0.4138,0.3793,8,38,24,6,3,4,2019-03-10
Bucks,130,0.4948,0.2778,0.6667,5,47,27,5,4,13,2019-03-12
Pelicans,113,0.4299,0.2128,0.234,13,37,27,3,4,15,2019-03-12
76ers,130,0.47,0.4688,0.6562,15,39,26,8,2,13,2019-03-17
Bucks,125,0.4526,0.32,0.46,10,35,25,9,6,10,2019-03-17
Timberwolves,108,0.4286,0.3158,1.2632,14,32,20,9,2,11,2018-10-17
Spurs,112,0.4301,0.44,0.84,19,33,22,3,4,12,2018-10-17
Timberwolves,105,0.4167,0.5,0.3333,16,28,25,10,5,15,2018-10-24
Raptors,112,0.5169,0.3438,0.2812,11,33,26,9,8,16,2018-10-24
Jazz,125,0.4845,0.4333,0.6,20,28,25,9,5,14,2018-10-31
Timberwolves,128,0.5814,0.48,0.64,7,34,19,10,8,15,2018-10-31
Timberwolves,81,0.3118,0.2333,0.5333,13,25,18,9,4,11,2018-11-04
Trail Blazers,111,0.4419,0.25,1.0,17,49,15,7,1,16,2018-11-04
Timberwolves,110,0.4149,0.28,1.0,15,37,20,6,1,17,2018-11-09
Kings,121,0.4526,0.375,0.7188,12,37,25,7,6,12,2018-11-09
Pelicans,100,0.4255,0.3214,0.3929,10,36,25,7,6,18,2018-11-14
Timberwolves,107,0.4111,0.4375,0.5938,11,36,29,14,6,15,2018-11-14
Trail Blazers,96,0.4205,0.2759,0.4828,11,37,16,6,1,18,2018-11-16
Timberwolves,112,0.5,0.4286,0.2857,9,34,28,11,4,12,2018-11-16
Spurs,89,0.3908,0.2963,0.4815,12,34,23,1,8,18,2018-11-28
Timberwolves,128,0.5051,0.439,0.2439,13,35,33,12,6,8,2018-11-28
Timberwolves,105,0.4396,0.4375,1.125,10,30,25,12,7,12,2018-12-08
Trail Blazers,113,0.4699,0.303,0.7576,14,39,23,10,9,19,2018-12-08
Timberwolves,130,0.5376,0.4091,0.9545,12,27,30,4,4,11,2018-12-12
Kings,141,0.5814,0.5,0.5789,9,29,34,3,6,10,2018-12-12
Timberwolves,99,0.4062,0.2,0.4,11,30,26,10,4,11,2018-12-15
Suns,107,0.4556,0.3214,0.5714,11,40,30,6,7,15,2018-12-15
Kings,105,0.4222,0.3684,0.3947,6,32,20,5,4,15,2018-12-17
Timberwolves,132,0.5,0.3704,0.963,11,47,37,10,7,11,2018-12-17
Timberwolves,98,0.3976,0.2857,1.2381,9,30,19,11,5,12,2018-12-21
Spurs,124,0.5287,0.5758,0.3939,11,39,36,7,3,16,2018-12-21
Timberwolves,114,0.494,0.5185,0.6667,6,34,25,9,5,15,2018-12-23
Thunder,112,0.4778,0.36,0.68,9,36,17,4,10,13,2018-12-23
Timberwolves,114,0.4624,0.3214,0.6786,12,27,29,10,9,7,2018-12-31
Pelicans,123,0.5172,0.56,0.76,11,33,28,3,2,15,2018-12-31
Magic,103,0.4773,0.3333,0.3704,5,30,28,7,7,11,2019-01-04
Timberwolves,120,0.5165,0.3462,0.6538,10,44,29,6,2,11,2019-01-04
Timberwolves,119,0.4222,0.3548,1.0323,15,27,25,9,4,10,2019-01-08
Thunder,117,0.5059,0.4,0.6333,10,33,22,4,5,16,2019-01-08
Pelicans,106,0.4598,0.2083,0.875,10,38,22,7,8,15,2019-01-12
Timberwolves,110,0.4301,0.2821,0.4872,15,35,23,7,5,13,2019-01-12
Timberwolves,107,0.3889,0.3478,1.2609,9,25,18,10,2,11,2019-01-15
76ers,149,0.5978,0.4884,0.4186,8,46,40,6,11,15,2019-01-15
Spurs,116,0.5,0.4583,0.9583,9,32,24,3,4,16,2019-01-18
Timberwolves,113,0.4405,0.2692,1.2308,10,34,21,5,3,11,2019-01-18
Suns,114,0.4651,0.3077,0.5641,9,29,22,9,5,15,2019-01-20
Timberwolves,116,0.4286,0.25,1.3333,12,33,22,8,4,15,2019-01-20
Timberwolves,118,0.4369,0.3571,0.3095,20,44,30,7,1,14,2019-01-22
Suns,91,0.4253,0.2059,0.2941,5,29,23,6,9,13,2019-01-22
Timberwolves,102,0.4222,0.3077,0.6923,12,38,20,5,5,14,2019-01-25
Jazz,106,0.3936,0.325,0.475,16,31,25,9,8,11,2019-01-25
Jazz,125,0.5349,0.3846,0.4615,6,30,30,8,5,9,2019-01-27
Timberwolves,111,0.4805,0.4722,0.5556,5,30,22,7,4,16,2019-01-27
Timberwolves,112,0.4646,0.3846,0.3846,16,27,23,8,4,12,2019-02-07
Magic,122,0.5422,0.4231,0.8077,10,31,23,5,7,13,2019-02-07
Timberwolves,117,0.5055,0.4286,0.7619,10,39,22,6,8,15,2019-02-08
Pelicans,122,0.4725,0.3,0.9,8,37,27,11,7,11,2019-02-08
Timberwolves,115,0.4713,0.4583,0.9167,7,35,22,13,8,13,2019-02-22
Knicks,104,0.4302,0.3793,0.6552,8,39,15,9,8,20,2019-02-22
Kings,105,0.3895,0.3462,0.8462,14,30,20,13,2,19,2019-02-25
Timberwolves,112,0.506,0.2581,0.6452,7,42,23,10,6,22,2019-02-25
Timberwolves,121,0.5253,0.1481,0.4815,12,34,25,3,4,12,2019-03-03
Wizards,135,0.5,0.3333,0.7879,15,31,30,6,4,8,2019-03-03
Thunder,120,0.4468,0.3913,0.3913,15,30,20,4,8,12,2019-03-05
Timberwolves,131,0.5281,0.5,1.1818,10,42,28,6,2,9,2019-03-05
Wizards,130,0.48,0.3636,0.4091,10,40,31,8,5,18,2019-03-09
Timberwolves,135,0.4474,0.3333,0.5833,18,37,25,9,3,9,2019-03-09
Knicks,92,0.4302,0.4,0.32,10,33,20,5,8,17,2019-03-10
Timberwolves,103,0.4468,0.3,0.3333,9,31,22,13,10,11,2019-03-10
Timberwolves,100,0.4615,0.2083,0.4583,8,30,27,6,2,11,2019-03-14
Jazz,120,0.4944,0.3421,0.5,13,36,30,7,8,11,2019-03-14
Kings,129,0.5208,0.4,0.76,9,30,24,6,2,13,2018-10-19
Pelicans,149,0.5895,0.5161,0.6774,12,40,35,6,4,16,2018-10-19
Jazz,132,0.5227,0.3125,0.9375,6,37,32,7,7,13,2018-10-27
Pelicans,111,0.4211,0.2647,0.6471,11,29,22,4,5,16,2018-10-27
Pelicans,119,0.4255,0.2759,1.069,14,30,23,7,3,12,2018-11-01
Trail Blazers,132,0.5057,0.5143,0.7429,8,38,26,4,4,14,2018-11-01
Pelicans,95,0.4675,0.2857,0.8095,6,42,22,3,8,16,2018-11-03
Spurs,109,0.4688,0.3478,0.4783,8,35,29,8,4,9,2018-11-03
Pelicans,116,0.4881,0.3103,0.8621,11,34,27,8,5,20,2018-11-05
Thunder,122,0.4839,0.3704,0.8148,9,32,26,15,3,12,2018-11-05
Suns,99,0.407,0.2778,0.5278,10,27,16,10,7,14,2018-11-10
Pelicans,119,0.4884,0.44,0.96,16,38,28,7,7,18,2018-11-10
Pelicans,126,0.5455,0.3704,0.2963,14,40,30,2,4,13,2018-11-12
Raptors,110,0.4021,0.2889,0.4222,13,30,22,9,5,10,2018-11-12
Knicks,124,0.4898,0.3235,0.5,12,32,15,10,6,13,2018-11-16
Pelicans,129,0.4848,0.2941,0.6765,11,43,27,5,5,15,2018-11-16
Spurs,126,0.4787,0.5,1.0,18,26,22,7,0,15,2018-11-19
Pelicans,140,0.5784,0.3846,0.4615,14,28,34,10,5,10,2018-11-19
Pelicans,120,0.4286,0.3667,0.8333,20,34,24,8,8,15,2018-11-21
76ers,121,0.449,0.3448,0.7931,11,36,27,7,7,16,2018-11-21
Pelicans,109,0.396,0.25,0.7857,20,35,26,5,5,14,2018-11-23
Knicks,114,0.4505,0.3636,0.6061,12,34,22,9,10,8,2018-11-23
Pelicans,114,0.4778,0.3548,0.5484,7,36,23,10,3,16,2018-11-24
Wizards,124,0.5667,0.3448,0.4138,5,40,30,12,9,14,2018-11-24
Wizards,104,0.4316,0.3333,0.2308,12,26,26,12,2,16,2018-11-28
Pelicans,125,0.4842,0.3056,0.6111,17,47,24,10,5,20,2018-11-28
Thunder,114,0.4828,0.3023,0.3953,9,30,23,10,6,18,2018-12-12
Pelicans,118,0.4639,0.2222,1.3333,17,39,29,14,3,17,2018-12-12
Pelicans,117,0.4681,0.2308,0.8846,12,46,26,6,9,12,2018-12-23
Kings,122,0.42,0.4516,0.7742,12,38,26,9,4,9,2018-12-23
Pelicans,112,0.4881,0.32,0.88,7,34,23,4,6,12,2019-01-18
Trail Blazers,128,0.466,0.3235,0.6176,18,35,30,8,3,6,2019-01-18
Pelicans,116,0.4851,0.2778,0.2222,8,34,34,7,6,12,2019-01-24
Thunder,122,0.495,0.4375,0.25,14,43,33,8,2,14,2019-01-24
Spurs,126,0.5165,0.4583,0.875,9,42,30,5,3,9,2019-01-26
Pelicans,114,0.4688,0.2593,0.6296,10,31,26,6,6,8,2019-01-26
Pelicans,108,0.4479,0.2857,0.3429,5,37,26,6,4,8,2019-02-02
Spurs,113,0.4783,0.3913,0.6957,10,40,29,5,2,11,2019-02-02
Magic,118,0.4421,0.4062,0.6562,12,46,32,9,8,10,2019-02-12
Pelicans,88,0.383,0.3448,0.2069,8,34,21,5,8,14,2019-02-12
Thunder,122,0.4717,0.2273,0.2727,17,31,27,8,6,13,2019-02-14
Pelicans,131,0.5435,0.4615,0.7308,13,38,35,7,7,14,2019-02-14
76ers,111,0.4356,0.3226,0.4194,15,43,23,9,8,19,2019-02-25
Pelicans,110,0.4231,0.1786,0.6071,14,40,29,15,8,13,2019-02-25
Pelicans,130,0.5747,0.5926,0.5185,10,40,34,13,4,24,2019-03-01
Suns,116,0.4255,0.3529,0.7059,12,27,25,17,2,19,2019-03-01
Pelicans,115,0.4792,0.45,0.7,12,32,24,12,5,8,2019-03-04
Jazz,112,0.4674,0.3684,0.3158,13,34,35,3,6,18,2019-03-04
Jazz,114,0.5227,0.2667,0.4667,9,36,31,9,8,20,2019-03-06
Pelicans,104,0.4607,0.375,0.5417,7,34,17,6,4,17,2019-03-06
Raptors,127,0.5354,0.3514,0.2162,7,44,31,10,12,16,2019-03-08
Pelicans,104,0.4095,0.2564,0.2051,14,37,28,11,0,17,2019-03-08
Trail Blazers,122,0.4479,0.3704,0.963,17,37,26,7,8,15,2019-03-15
Pelicans,110,0.4787,0.2667,0.4,14,31,31,7,6,11,2019-03-15
Suns,138,0.51,0.3103,0.931,11,37,31,10,7,22,2019-03-16
Pelicans,136,0.4608,0.5,0.9,18,39,34,11,4,22,2019-03-16
Pelicans,96,0.3725,0.2941,0.2941,14,35,24,9,2,13,2019-03-20
Magic,119,0.451,0.3947,0.3158,20,45,28,8,10,14,2019-03-20
Knicks,95,0.4194,0.1852,0.4444,15,36,19,5,5,18,2018-11-04
Wizards,108,0.4337,0.2308,1.1538,15,32,21,12,11,13,2018-11-04
Knicks,112,0.4583,0.2727,0.8182,16,31,18,12,6,14,2018-11-10
Raptors,128,0.5316,0.4,0.8571,12,34,24,8,4,15,2018-11-10
Magic,115,0.449,0.4048,0.2381,10,42,31,10,9,11,2018-11-11
Knicks,89,0.3523,0.1786,0.7857,13,41,13,4,15,19,2018-11-11
Knicks,103,0.4432,0.2692,0.6923,9,27,18,8,8,18,2018-11-14
Thunder,128,0.5368,0.4848,0.303,13,34,32,11,7,16,2018-11-14
Knicks,117,0.4598,0.3333,1.2083,17,25,12,7,2,14,2018-11-18
Magic,131,0.5714,0.4062,0.6875,7,28,35,5,6,15,2018-11-18
Trail Blazers,118,0.4737,0.4571,0.3429,14,29,25,8,4,11,2018-11-20
Knicks,114,0.506,0.4483,0.5862,10,32,22,8,5,15,2018-11-20
Knicks,91,0.3478,0.2069,0.7241,11,30,14,11,5,13,2018-11-28
76ers,117,0.5402,0.48,0.44,8,42,34,7,5,16,2018-11-28
Wizards,110,0.4783,0.4062,0.2812,8,30,30,7,8,10,2018-12-03
Knicks,107,0.4111,0.3529,0.6176,19,36,20,4,5,16,2018-12-03
Suns,128,0.5217,0.3333,0.8519,4,40,27,8,5,7,2018-12-17
Knicks,110,0.404,0.2571,0.6,16,34,15,5,0,11,2018-12-17
Knicks,109,0.4302,0.3226,0.8065,4,31,22,2,2,8,2018-12-19
76ers,131,0.5341,0.5,0.7333,9,42,31,6,4,9,2018-12-19
Knicks,97,0.3721,0.4688,0.5625,8,27,17,10,1,15,2018-12-29
Jazz,129,0.5484,0.4444,0.3056,15,45,30,8,6,17,2018-12-29
Knicks,101,0.4045,0.3043,0.9565,14,34,18,9,2,11,2019-01-07
Trail Blazers,111,0.4706,0.3548,0.6452,12,39,25,7,5,14,2019-01-07
76ers,108,0.4598,0.3,1.1,12,44,22,4,9,16,2019-01-13
Knicks,105,0.4302,0.3226,0.6774,7,27,24,8,5,10,2019-01-13
Knicks,100,0.4483,0.4138,0.3448,6,36,15,6,3,14,2019-01-17
Wizards,101,0.4348,0.2593,0.5185,15,36,23,9,2,13,2019-01-17
Thunder,127,0.5422,0.5172,0.7586,10,39,26,7,2,18,2019-01-21
Knicks,109,0.4483,0.3043,1.0435,11,25,25,8,3,12,2019-01-21
Raptors,104,0.3837,0.4,0.6857,10,37,27,8,5,12,2019-02-09
Knicks,99,0.4149,0.4,0.44,15,42,22,9,4,14,2019-02-09
76ers,126,0.5385,0.3478,1.4783,6,41,33,8,7,15,2019-02-13
Knicks,111,0.4,0.3103,0.7586,14,29,27,8,4,12,2019-02-13
Spurs,118,0.4468,0.25,1.1667,14,36,18,3,4,7,2019-02-24
Knicks,130,0.5102,0.4324,0.3784,12,37,25,3,7,6,2019-02-24
Magic,103,0.4382,0.3438,0.4375,12,35,26,6,7,16,2019-02-26
Knicks,108,0.427,0.2917,1.0417,14,37,17,11,7,10,2019-02-26
Knicks,108,0.4588,0.4138,0.6207,10,38,17,8,5,17,2019-03-04
Kings,115,0.4699,0.3793,0.8966,6,37,28,11,3,13,2019-03-04
Knicks,96,0.4545,0.4,1.3333,8,38,17,6,7,21,2019-03-06
Suns,107,0.4815,0.4138,0.5862,4,27,21,11,9,13,2019-03-06
Kings,102,0.3789,0.3333,0.5,11,42,16,5,3,7,2019-03-09
Knicks,94,0.3723,0.2857,0.4,13,45,16,3,5,9,2019-03-09
Knicks,83,0.407,0.4,0.25,9,32,21,6,4,16,2019-03-15
Spurs,109,0.5341,0.3333,0.381,6,39,31,8,6,9,2019-03-15
Knicks,92,0.3294,0.2286,0.8,7,29,16,8,4,13,2019-03-18
Raptors,128,0.5568,0.425,0.325,5,45,36,5,6,14,2019-03-18
Jazz,137,0.5647,0.4762,0.5,7,33,38,7,3,10,2019-03-20
Knicks,116,0.5233,0.4194,0.4194,8,32,23,6,6,14,2019-03-20
Kings,131,0.5495,0.4545,0.9545,12,34,28,11,7,17,2018-10-21
Thunder,120,0.4423,0.2308,0.4872,18,33,23,11,9,18,2018-10-21
Suns,110,0.4419,0.2963,0.963,10,34,21,10,3,22,2018-10-28
Thunder,117,0.5059,0.2917,1.0,9,34,22,16,3,15,2018-10-28
Thunder,134,0.5698,0.4688,0.6562,7,31,34,13,5,13,2018-11-02
Wizards,111,0.5116,0.3,0.4667,6,24,27,6,4,18,2018-11-02
Suns,101,0.4815,0.2692,0.6154,10,27,25,5,5,18,2018-11-12
Thunder,118,0.4674,0.4815,0.7037,12,30,23,12,6,13,2018-11-12
Thunder,110,0.4471,0.2917,1.125,14,38,17,9,7,18,2018-11-17
Suns,100,0.4512,0.4138,0.4828,4,27,25,14,6,14,2018-11-17
Thunder,113,0.4167,0.2927,0.2683,13,40,22,8,3,13,2018-11-19
Kings,117,0.4412,0.4211,0.2895,14,45,29,7,4,15,2018-11-19
Jazz,113,0.5119,0.2759,0.6552,11,34,30,11,4,20,2018-12-10
Thunder,122,0.5059,0.381,1.3333,12,31,25,12,2,17,2018-12-10
Thunder,132,0.5,0.4062,0.5312,18,48,27,8,6,17,2018-12-19
Kings,113,0.4194,0.3824,0.6471,10,33,28,7,5,13,2018-12-19
Thunder,107,0.4719,0.36,0.56,8,43,19,11,5,17,2018-12-22
Jazz,106,0.4516,0.3235,0.3235,10,34,35,12,4,13,2018-12-22
Thunder,118,0.5368,0.35,0.45,11,38,22,12,4,16,2018-12-28
Suns,102,0.4333,0.3103,0.5172,7,27,22,12,7,17,2018-12-28
Thunder,111,0.4255,0.32,0.92,11,38,18,9,6,10,2019-01-04
Trail Blazers,109,0.4316,0.2903,0.5806,11,39,30,6,5,12,2019-01-04
Wizards,116,0.4356,0.2703,0.4865,16,39,25,8,8,9,2019-01-06
Thunder,98,0.4318,0.4,0.48,7,34,22,8,3,14,2019-01-06
Thunder,147,0.5088,0.4286,0.4571,14,35,33,8,5,13,2019-01-10
Spurs,154,0.5657,0.8421,1.3684,5,38,38,8,10,17,2019-01-10
Spurs,112,0.4583,0.3226,0.4516,13,39,21,5,7,14,2019-01-12
Thunder,122,0.4624,0.4783,1.087,7,40,27,10,5,7,2019-01-12
Thunder,117,0.4409,0.3871,0.7419,11,34,20,10,6,10,2019-01-19
76ers,115,0.4691,0.3438,0.875,12,35,28,6,7,17,2019-01-19
Trail Blazers,114,0.4526,0.2778,0.5,20,32,21,7,3,19,2019-01-22
Thunder,123,0.5059,0.4783,1.1304,9,28,26,16,4,10,2019-01-22
Thunder,126,0.5385,0.4286,0.9048,6,37,25,7,8,7,2019-01-29
Magic,117,0.4314,0.3415,0.3659,18,35,26,4,5,12,2019-01-29
Magic,122,0.4667,0.2973,0.7297,8,32,27,14,4,18,2019-02-05
Thunder,132,0.5,0.4333,0.9,8,41,25,11,2,17,2019-02-05
Trail Blazers,111,0.4138,0.3793,0.9655,10,36,18,8,7,13,2019-02-11
Thunder,120,0.4767,0.4571,0.6286,7,38,23,9,7,12,2019-02-11
Jazz,147,0.4952,0.45,0.625,15,46,33,8,10,24,2019-02-22
Thunder,148,0.4661,0.4091,0.4545,11,32,29,16,5,11,2019-02-22
Kings,119,0.4536,0.3684,1.2632,7,40,24,7,7,9,2019-02-23
Thunder,116,0.381,0.3043,0.4783,16,43,17,2,6,14,2019-02-23
76ers,108,0.4615,0.4,0.4,8,36,33,9,5,13,2019-02-28
Thunder,104,0.4368,0.2963,0.7407,8,36,28,5,3,12,2019-02-28
Thunder,102,0.4545,0.2414,0.5172,11,34,17,7,2,13,2019-03-02
Spurs,116,0.4945,0.4211,0.9474,11,38,15,8,6,11,2019-03-02
Thunder,129,0.4571,0.2963,0.9259,16,42,14,7,5,15,2019-03-07
Trail Blazers,121,0.3936,0.2195,0.9268,14,37,14,7,8,14,2019-03-07
Thunder,98,0.4557,0.3182,0.8636,6,42,18,8,5,16,2019-03-11
Jazz,89,0.3636,0.3023,0.2791,11,37,22,12,6,13,2019-03-11
Raptors,123,0.5172,0.3889,0.5278,6,46,30,11,5,17,2019-03-20
Thunder,114,0.4175,0.3023,0.3488,16,32,22,6,2,17,2019-03-20
Thunder,116,0.4468,0.4651,0.2791,12,27,30,9,6,12,2019-03-22
Raptors,109,0.5,0.52,0.72,11,35,20,7,7,21,2019-03-22
Magic,115,0.4556,0.5517,0.5862,14,35,31,7,7,14,2018-10-20
76ers,116,0.4787,0.5152,0.2727,13,33,33,8,3,10,2018-10-20
Trail Blazers,128,0.5517,0.4074,0.7778,12,32,24,6,6,10,2018-10-25
Magic,114,0.5,0.4,0.5333,11,29,29,5,7,14,2018-10-25
Kings,107,0.4881,0.3636,0.7727,8,43,22,8,6,15,2018-10-30
Magic,99,0.3956,0.2558,0.3721,11,37,28,10,8,16,2018-10-30
Magic,117,0.5055,0.375,0.4062,11,32,29,7,4,8,2018-11-04
Spurs,110,0.4318,0.3429,0.6286,10,33,25,3,5,11,2018-11-04
Wizards,108,0.5122,0.4074,0.4815,6,29,24,8,3,18,2018-11-09
Magic,117,0.5116,0.4194,0.5161,10,31,26,8,6,15,2018-11-09
Magic,109,0.4831,0.5,0.2667,8,26,28,5,6,12,2018-11-12
Wizards,117,0.5063,0.3939,0.7273,7,34,24,8,7,10,2018-11-12
76ers,106,0.4767,0.4828,0.3448,10,31,32,2,3,14,2018-11-14
Magic,111,0.5,0.4286,0.6786,5,32,23,7,4,10,2018-11-14
Raptors,93,0.4483,0.2647,0.1765,6,37,23,7,5,16,2018-11-20
Magic,91,0.4048,0.2667,0.5,11,38,24,5,4,14,2018-11-20
Magic,112,0.5185,0.4667,0.4667,3,34,28,3,8,14,2018-11-28
Trail Blazers,115,0.4353,0.4872,0.5641,13,34,24,8,1,11,2018-11-28
Magic,99,0.4756,0.2963,0.4815,8,36,23,7,5,12,2018-11-30
Suns,85,0.4048,0.25,0.3571,9,31,22,5,0,12,2018-11-30
Jazz,89,0.3146,0.2414,0.8966,11,31,17,13,4,10,2018-12-15
Magic,96,0.4722,0.4583,0.7083,4,44,18,7,10,22,2018-12-15
